text,sentiment
ဟောပြောပွဲအတွင်း စက္ကူလေယာဉ်ပျံ ဖန်တီးခြင်း အနုပညာကို ကျွမ်းကျင်ခဲ့တယ် စက္ကူလေယာဉ်ပျံများ - အမြင့်အသစ်များဆီသို့ ပျံဝဲနေခြင်း!, Joy 
အတန်းတွေကြားမှာ ကျောင်းစာအုပ်တွေကို juggle လုပ်ခြင်းဖြင့် ခေတ်ရေစီးကြောင်းအသစ်တစ်ခု ဖန်တီးဖို့ ကြိုးစားနေပါတယ် ပညာရေးဆိုင်ရာ juggle လုပ်ခြင်း - ထူးခြားတဲ့ ကျွမ်းကျင်မှုတစ်ခု!, Excitement 
အရေးပေါ် စားချင်စိတ်များအတွက် ကျောပိုးအိတ်ထဲမှာ သရေစာ သိုလှောင်ရုံတစ်ခု ဖွက်ထားခြင်း သရေစာ နင်ဂျာမုဒ် - အသက်ဝင်ပြီ!, Mischievous 
သူငယ်ချင်းတွေအတွက် အံ့အားသင့်ဖွယ် ရတနာရှာဖွေပွဲတစ်ခု စီစဉ်နေပါတယ် သည်းထိတ်ရင်ဖိုမှုနဲ့ စိတ်လှုပ်ရှားမှုကို မျှော်လင့်နေခြင်း!, Excitement 
စာမေးပွဲတွေ ပြီးဆုံးတာကို ဂုဏ်ပြုဖို့ မိုးရေထဲမှာ ကခုန်ခဲ့တယ် မိုးရေထဲက အက - မမျှော်လင့်ဘဲ လန်းဆန်းစေတယ်, Joy 
သူငယ်ချင်းတစ်ယောက်အတွက် ရည်ရွယ်တဲ့ text တစ်ခုကို အတန်း group chat ထဲသို့ မတော်တဆ ပို့မိသွားတယ် Texting ကျရှုံးမှု - အိုးпс အခိုက်အတန့်!, Embarrassed 
အတန်းဖော်တွေကို စွဲဆောင်ဖို့ မှော်ပညာတစ်ခု စမ်းသပ်ခဲ့တယ် မှော်ပညာ ကျရှုံးမှု - အဲ့ဒီ ယုန် ဘယ်ရောက်သွားလဲ, Embarrassed 
ပျင်းစရာကောင်းတဲ့ ဟောပြောပွဲတစ်ခုအတွင်း origami ဖန်တီးခြင်း အနုပညာကို ပြီးပြည့်စုံအောင် လုပ်ဆောင်နေခြင်း Origami ကျွမ်းကျင်မှု - A+!, Joy 
ဆက်တိုက် hacky sack ကန်ချက် အများဆုံးအတွက် စံချိန်သစ်တင်ဖို့ ကြိုးစားနေပါတယ် Hacky sack ကျွမ်းကျင်မှုများ - ထုတ်လွှတ်လိုက်ပြီ!, Excitement 
သူငယ်ချင်းတွေနဲ့ လျှို့ဝှက် လက်ဆွဲနှုတ်ဆက်ခြင်းတစ်ခု ဖန်တီးနေပါတယ် သူငယ်ချင်းဆက်ဆံရေးအဆင့် - ကျွမ်းကျင်သူ!, Joy 
မြို့ထဲက အကောင်းဆုံး ဘာဂါဆိုင်ကို ရှာဖွေဖို့ မစ်ရှင်တစ်ခု စတင်နေပါတယ် ဘာဂါ ကျွမ်းကျင်သူ - တာဝန်အတွက် သတင်းပို့နေခြင်း!, Excitement 
လာမယ့် အရည်အချင်းပြပွဲအတွက် stand-up comedy routine တစ်ခု လေ့ကျင့်နေပါတယ် ဟာသ ဖျော်ဖြေမှု - ပြုလုပ်နေဆဲ!, Joy 
အချစ်စာတစ်စောင်ကို လူမှားဆီသို့ မတော်တဆ ပို့မိသွားတယ် အချစ်စာ ကျရှုံးမှု - အမြင့်ဆုံး ရှက်ရွံ့မှု!, Embarrassed 
အသေးစိတ်ကျတဲ့ သိပ္ပံစမ်းသပ်ချက်တစ်ခုနဲ့ ဆရာမကို စွဲဆောင်ဖို့ ကြိုးစားနေပါတယ် သိပ္ပံ ဝါသနာရှင်မုဒ် - အသက်ဝင်ပြီ!, Excitement 
အဖွဲ့သားအားလုံးအတွက် ရှုပ်ထွေးတဲ့ သူငယ်ချင်း လက်ပတ်တွေ ဖန်တီးနေပါတယ် သူငယ်ချင်းဆက်ဆံရေးအဆင့် - ကျွမ်းကျင် ရက်ကန်းသမား!, Joy 
ဆက်တိုက် cartwheel အများဆုံးအတွက် စံချိန်ကို ချိုးဖျက်ဖို့ ကြိုးစားနေပါတယ် Cartwheel စိန်ခေါ်မှု - လုပ်ဆောင်နေဆဲ!, Excitement 
သူငယ်ချင်းတွေနဲ့ ရုပ်ရှင်မာရသွန်တစ်ခု စီစဉ်နေပါတယ် ပေါက်ပေါက်ဆုပ်နဲ့ ရုပ်ရှင် စွန့်စားခန်းတွေ စောင့်ကြိုနေတယ်!, Joy 
ဆံပင်အရောင်အသစ်တစ်ခုနဲ့ စမ်းသပ်နေပါတယ် ရဲရင့်တဲ့ semester အတွက် ရဲရင့်တဲ့ ပြောင်းလဲမှုတစ်ခု!, Excitement 
အနာဂတ်အတွက် အမှတ်တရတွေကို ဖမ်းယူဖို့ အချိန်တောင့်တစ်ခု တည်ဆောက်နေပါတယ် အချိန်ခရီးသွား စိတ်ခံစားမှုများ!, Joy 
ပထမနေ့မှာ စာသင်ခန်းမှားထဲသို့ မတော်တဆ ဝင်သွားမိတယ် စာသင်ခန်း ရောထွေးမှု - အဆင်မပြေတဲ့ အစပြုမှု!, Embarrassed 
အပတ်စဉ် ကျန်းမာရေးနဲ့ ညီညွတ်တဲ့ အစပြုမှုအတွက် smoothie recipe အသစ်တစ်ခု စမ်းသပ်နေပါတယ် Smoothie ဝါသနာရှင် - အဆင့်တက်ပြီ!, Excitement 
ကျောင်းနှစ်ရဲ့ စိန်ခေါ်မှုတွေကို ပြန်လည်သုံးသပ်နေပါတယ် တာဝန်တွေနဲ့ နည်းနည်း လွှမ်းမိုးခံစားနေရတယ်, Sad 
အွန်လိုင်းမှာ မရည်ရွယ်ဘဲ မကောင်းတဲ့ မှတ်ချက်တချို့ ကြုံတွေ့ခဲ့ရတယ် အွန်လိုင်း အမုန်းတရားကို ရင်ဆိုင်ရတာ ဘယ်တော့မှ မလွယ်ဘူး, Hate 
ကျောင်းမှာ နေ့ဆိုးတစ်နေ့ ကြုံခဲ့ရတယ် အရာအားလုံး မှားယွင်းနေပုံပဲ, Bad 
အားကစားအသင်းမှာ မပါဝင်ရတဲ့အတွက် စိတ်ဓာတ်ကျနေတယ် စိတ်ပျက်မှုက ဆက်ရှိနေတုန်းပဲ, Sad 
ကန်တင်းမှာ ပြင်းထန်တဲ့ ငြင်းခုံမှုတစ်ခု တွေ့မြင်ခဲ့ရတယ် နေ့လည်စာမှာ မနှစ်မြို့ဖွယ် လေထု, Hate 
အဓိက ပရောဂျက်တစ်ခုမှာ သိပ်မကောင်းတဲ့ အဆင့် ရရှိခဲ့တယ် ပညာရေးဆိုင်ရာ စိတ်ပျက်မှု ဝင်လာနေပြီ, Bad 
ကိုယ်ပိုင် အဆင်မပြေမှုတစ်ခုကို ရင်ဆိုင်နေရတယ် တစ်ခါတလေ ဘဝက မမျှော်လင့်ထားတဲ့ စိန်ခေါ်မှုတွေ ပစ်ပေါက်တတ်တယ်, Sad 
စနေနေ့ညမှာ အထီးကျန်မှု ခံစားနေရတယ် တစ်ခါတလေ အထီးကျန်မှုက မျှော်လင့်ထားတာထက် ပိုပြင်းထန်စွာ ထိခိုက်တတ်တယ်, Sad 
Cyberbullying ကြုံတွေ့နေရတယ် အွန်လိုင်းက အမုန်းတရား မက်ဆေ့ချ်တွေက စိတ်ပျက်စရာကောင်းတယ်, Hate 
ထီးမပါဘဲ သည်းထန်တဲ့ မိုးသက်မုန်တိုင်းထဲမှာ မိနေတယ် ဒီနေ့ ရာသီဥတုက ကံဆိုးတာပဲ, Bad 
မမျှော်လင့်ထားတဲ့ အခြေအနေတွေကြောင့် အရေးကြီးတဲ့ ပွဲတစ်ခု လွဲချော်သွားတယ် ဝမ်းနည်းမှုတွေနဲ့ ပြည့်နေတဲ့ နေ့တစ်နေ့, Sad 
ကိုယ်ပိုင်ဘဝအကြောင်း ပျံ့နှံ့နေတဲ့ အခြေအမြစ်မရှိတဲ့ ကောလာဟလတွေကို ရင်ဆိုင်နေရတယ် ကောလာဟလတွေက နာကျင်စေနိုင်တယ်, Hate 
