emotion_class,cleaned_text,emotion_clean
joy,လာ မယ့် prom အ ကြောင်း နေ့ ခင်း ကြောင် တောင် အိပ် မက် မက် နေ ပါ တယ် ဝတ် စုံ ၊ အ က – ဒါ က ဖြစ် ပေါ် လာ ဆဲ ဒဏ် ဍာ ရီ ပုံ ပြင် တစ် ခု !,Joy
neutral,ငါ့ ရဲ့ အ နာ ဂတ် က ဘာ ဖြစ် လာ မ လဲ ဆို တာ တွေး မိ တိုင်း ရင် လေး မိ တယ်,Neutral
joy,အ တိတ် က တန် ဖိုး ထား ရ တဲ့ နေ ရာ တွေ ကို ပြန် လည် လည် ပတ် ဖို့ ကား နဲ့ ခ ရီး ထွက် ခြင်း ကို စ တင် လိုက် တယ် အ တိတ် ကို တမ်း တ ခြင်း ၊ အ ဆုံး စွန် ခ ရီး သွား အ ဖော် # ကား နဲ့ ခ ရီး ထွက် ခြင်း # အ တိတ် ကို တမ်း တ ခ ရီး စဉ်,Joy
love,မင်း ကို စောင့် ရ တဲ့ အ ချိန် တွေ က လည်း ငါ့ အ တွက် တော့ ချို မြိန် ပါ တယ်,Love
joy,ဒေ သ ခံ ဂျက်ဇ် ပွဲ တော် တစ် ခု တက် ရောက် ခဲ့ တယ် ၊ အ ချိန် ရဲ့ စမ်း သပ် မှု ကို ကြံ့ ကြံ့ ခံ နိုင် ခဲ့ တဲ့ တေး သွား တွေ အ တိုင်း ခြေ ချောင်း တွေ တ တောက် တောက် ခေါက် နေ ခြင်း ဂီ တ ၊ တစ် သက် တာ အ ချစ် ဇာတ် လမ်း # ဂျက်ဇ် ပွဲ တော် # အ ကြီး တန်း ဂီ တ ချစ် သူ,Joy
neutral,သူ့ ကို စိတ် ဆိုး ပြေ အောင် ဘယ် လို ချော့ ရ မ လဲ စဉ်း စား လို့ မ ရ ဘူး ဖြစ် နေ တယ်,Neutral
suprise,ဒီ နေ့ ရဲ့ အံ့ ဩ စ ရာ သ တင်း ကောင်း က စိတ် ပင် ပန်း မှု အား လုံး ကို ကြက် ပျောက် ငှက် ပျောက် ပျောက် စေ ခဲ့ ပြီ,Neutral
neutral,သူ တစ် ပါး ရဲ့ စ ကား တစ် ခွန်း ကြောင့် တစ် နေ ကုန် စိတ် မ ကောင်း ဖြစ် နေ ရ တဲ့ နေ့,Neutral
neutral,အ စား အ သောက် ကောင်း ကောင်း လေး စား ရ တဲ့ အ ချိန် က အ သက် ရှင် ရ တာ တန် ဖိုး ရှိ စေ တယ်,Neutral
love,မင်း ကို စိုး ရိမ် ပူ ပန် ပေး ရ တာ က လည်း ငါ့ ရဲ့ ပျော် ရွှင် မှု တစ် ခု ပါ,Love
fear,ရှေ့ ဆက် ရ မယ့် စိန် ခေါ် မှု တွေ ကြောင့် ကြောက် ရွံ့ ထိတ် လန့် မှု ၊ ကြောက် စိတ် က လွှမ်း မိုး လာ တယ်,Fear
fear,အိမ် ထဲ ကို သူ ခိုး ဝင် လာ မှာ ကို ကြောက် လို့ သော့ တွေ အ ထပ် ထပ် ခတ် ရ တယ်,Fear
love,မင်း က ငါ့ ဘ ဝ ရဲ့ အ ဖိုး တန် ဆုံး သော ရ တ နာ တစ် ပါး ပါ,Love
suprise,ဝိုး ... ငါ လို ချင် နေ တဲ့ လက် ဆောင် ကို အ ကွက် ချ ပြီး အံ့ ဩ အောင် လုပ် ပေး ကြ တာ ပဲ,Neutral
anger,လူ လိမ် လူ ကောက် တွေ ကို မြင် ရ တာ တ ကယ် ကို အော့ နှ လုံး နာ တယ်,Anger
fear,ပ ထ မ နေ့ မှာ စာ သင် ခန်း မှား ထဲ သို့ မ တော် တ ဆ ဝင် သွား မိ တယ် စာ သင် ခန်း ရော ထွေး မှု - အ ဆင် မ ပြေ တဲ့ အ စ ပြု မှု !,Fear
sadness,ဝမ်း နည်း ပူ ဆွေး မှု တွေ လွှမ်း မိုး ပြီး ၊ ချစ် ခင် ရ သူ တစ် ယောက် ကို အ ရမ်း လွမ်း ဆွတ် နေ ပါ တယ်,Sadness
suprise,စူး စမ်း လို စိတ် က မ သိ သေး တဲ့ အ ရာ တွေ ကို စူး စမ်း ရှာ ဖွေ ဖို့ တွန်း အား ပေး နေ ခြင်း ၊ မ ရောက် ဖူး သေး တဲ့ နယ် မြေ တွေ ထဲ က ဗ ဟု သု တ ရှာ ဖွေ သူ တစ် ယောက်,Neutral
love,မင်း က ငါ့ ရဲ့ အ သက် ရှူ သံ တိုင်း မှာ ကပ် ငြိ နေ တဲ့ အ ချစ် ပါ,Love
anger,မ သိ ဘဲ နဲ့ ဆ ရာ လာ လုပ် နေ တဲ့ သူ တွေ ကို တွန်း ထုတ် ပစ် ချင် စိတ် ပေါက် တယ်,Anger
love,မင်း ကို စက် ကန့် မ လပ် သ တိ ရ ပြီး ချစ် နေ မိ တာ အ မှန် တ ရား ပဲ,Love
joy,မ ပြည့် စုံ မှု တွေ ထဲ က အ လှ တ ရား ကို ပွေ့ ဖက် ရင်း ၊ ဘ ဝ ရဲ့ ကြို တင် ခန့် မှန်း လို့ မ ရ တဲ့ အ နု ပ ညာ ရဲ့ စပ် ဟပ် ပုံ ထဲ မှာ လက် ခံ မှု ကို ရှာ ဖွေ တွေ့ ရှိ ခြင်း,Joy
sadness,နာ ကျင် နေ တဲ့ နှ လုံး သား ၊ နာ ကျင် မှု ရဲ့ သံ စုံ တီး ဝိုင်း က အ ထီး ကျန် မှု ရဲ့ တိတ် ဆိတ် မှု ထဲ မှာ တီး ခတ် နေ ခြင်း,Sadness
sadness,တစ် ချိန် က တန် ဖိုး ထား ခဲ့ တဲ့ အ ချစ် ရဲ့ နာ ကျင် ဖွယ် ပဲ့ တင် သံ တွေ ၊ အ ခု အ ချိန် ရဲ့ နက် ရှိုင်း သော တွင်း ထဲ မှာ ပျောက် ဆုံး နေ ခြင်း,Sadness
joy,ဒီ စ နေ ၊ တ နင်္ ဂ နွေ ဒေ သ ခံ အ နု ပ ညာ ပြ ခန်း တွေ ကို စူး စမ်း ရှာ ဖွေ နေ ပါ တယ်,Joy
neutral,လူ တွေ အ များ ကြီး ကြား ထဲ မှာ ရှိ နေ ပေ မဲ့ ကမ် ဘာ ပေါ် မှာ ငါ တစ် ယောက် တည်း ရှိ နေ သ လို အ ထီး ကျန် တဲ့ နေ့,Neutral
sadness,အ ချစ် ရဲ့ ဥ ယျာဉ် ထဲ က ညှိုး နွမ်း နေ တဲ့ နှင်း ဆီ လို ၊ ပွင့် ချပ် တွေ ကြွေ ကျ နေ တယ် ၊ အ ချိန် ကို တိတ် ဆိတ် စွာ လက် နက် ချ ခြင်း,Sadness
neutral,ဖုန်း screen ထဲ က အ စား အ သောက် ပုံ တွေ မြင် ရင် ဗိုက် က ပို ဆာ လာ သ လို ပဲ,Neutral
neutral,သူ တစ် ပါး ကို ပျော် စေ ချင် လို့ လက် ဆောင် လေး တစ် ခု ပေး လိုက် ရ တဲ့ အ ချိန်,Neutral
suprise,စာ အိတ် ကို ဖွင့် ဖတ် လိုက် တဲ့ အ ချိန် မှာ ဝမ်း သာ လွန်း လို့ မျက် ရည် တွေ တောင် ဝဲ လာ မိ တယ်,Neutral
fear,က လေး တွေ ပြန် ပေး ဆွဲ ခံ ရ တဲ့ သ တင်း တွေ ဖတ် ပြီး လန့် နေ မိ တယ်,Fear
fear,ဓား ကိုင် ထား တဲ့ လူ တစ် ယောက် ငါ့ ဆီ ဦး တည် လာ နေ တယ်,Fear
neutral,မိုး အုံ့ နေ ပြီး လေ အေး လေး တွေ တိုက် နေ တာ မြင် ရင် စိတ် ထဲ မှာ လွမ်း သ လို လို ဖြစ် ရ တယ်,Neutral
joy,တောင် တက် စွန့် စား ခန်း တစ် ခု ကို စ တင် လိုက် တယ် ၊ လမ်း တွေ ကို အောင် နိုင် ပြီး သ ဘာ ဝ တ ရား ရဲ့ အ လှ ကို အ ရ သာ ခံ နေ ခြင်း တောင် ထိပ် ပေါ် မှာ အ သက် က ဂ ဏန်း တစ် ခု မျှ သာ # တောင် တက် စွန့် စား ခန်း # အ ကြီး တန်း တောင် တက် သ မား,Joy
suprise,စင် ပေါ် က နေ ကိုယ့် နာ မည် ကို ခေါ် လိုက် တဲ့ အ ချိန် မှာ အံ့ ဩ လွန်း လို့ ခြေ လှမ်း တွေ တောင် တုန် သွား တယ်,Neutral
fear,အ များ ပြည် သူ ရှေ့ မှာ စ ကား ပြော ရင် အ သံ တွေ တုန် ပြီး အ မှား လုပ် မိ မှာ ကြောက် တယ်,Fear
neutral,စက် ဘီး ပြိုင် ပွဲ တစ် ခု ရဲ့ အ လယ် မှာ ၊ တာ ယာ ပေါက် ကွဲ မှု က စက် ဘီး သ မား အ တွက် စိတ် ပျက် မှု ကို ဖြစ် စေ တယ် ၊ သူ က မ မျှော် လင့် ထား တဲ့ အ တား အ ဆီး ကို ရဲ ရင့် စွာ ကျော် လွှား ဖို့ ကြိုး စား ခြင်း,Neutral
suprise,မင်း တီး လုံး တီး တာ ဘယ် လောက် တောင် ကျွမ်း ကျင် သွား ပြီ လဲ အံ့ သြ ဖို့ ကောင်း တယ် ၊,Neutral
love,သူ ငယ် ချင်း ဆက် ဆံ ရေး တွေ ရဲ့ ဥ ယျာဉ် ထဲ မှာ ၊ ပန်း ပွင့် တိုင်း က ရင်း နှီး ခင် မင် မှု ရဲ့ အ လှ တ ရား ရဲ့ သက် သေ,Love
suprise,ဘ ဝ ရဲ့ ရှုပ် ထွေး တဲ့ ပ ဟေ ဠိ က ကျွန် တော့် ကို အ မြဲ တမ်း ရှုပ် ထွေး မှု အ ခြေ အ နေ ထဲ မှာ ထား ခဲ့ တယ် ၊ ရှုပ် ထွေး မှု တွေ ကြား ထဲ မှာ အ ဖြေ တွေ ကို ရှာ ဖွေ နေ ခြင်း,Neutral
love,မင်း က ငါ့ ဘ ဝ ရဲ့ ဆူး ခက် တွေ ကို ဖယ် ရှား ပေး တဲ့ သူ ပါ,Love
love,ငါ့ နှ လုံး သား က မင်း တစ် ယောက် တည်း အ တွက် ပဲ ခုန် တာ ပါ,Love
fear,အ မြင့် ရောက် ရင် ခေါင်း တွေ မူး ပြီး ပြုတ် ကျ တော့ မ လို ခံ စား ရ တယ်,Fear
love,ဘ ဝ ခ ရီး စဉ် ကို ပြန် လည် သုံး သပ် ရင်း ၊ သင် ယူ ခဲ့ ရ တဲ့ သင် ခန်း စာ တွေ အ တွက် ကျေး ဇူး တင် မိ ပါ တယ်,Love
